position COMBINED_rate.cM.Mb. Genetic_Map.cM.
419523 0.8655740012 1.15004646015842
422367 0.8819488176 1.15255472259568
425495 0.889716011 1.15533775427809
429474 0.8914610311 1.15888487772083
430010 0.8924750504 1.15936324434785
431341 0.8927054709 1.16055143532961
434841 0.890677778 1.16366880755261
436987 0.8858435649 1.16556982784289
437341 0.8847072545 1.16588301421098
441145 0.8844622401 1.16924750857232
442514 0.8799505292 1.1704521608468
442736 0.8773234341 1.17064692664917
443186 0.8754821756 1.17104089362819
444020 0.8719827108 1.171768127209
451617 0.8719678371 1.17839246686744
452992 0.8707934481 1.17958980785858
455307 0.8702116437 1.18160434781375
460461 0.8704720781 1.18609076090427
460741 0.8706669417 1.18633454764795
461060 0.8701704318 1.18661213201569
465051 0.8744975963 1.19010225192253
465212 0.8744331496 1.19024303565961
466840 0.8877917472 1.19168836062406
466935 0.9013548057 1.1917739893306
469233 0.9217273636 1.19389211881215
470580 0.9204762111 1.1951320002685
471225 0.8141780656 1.19565714512081
473514 0.7495492933 1.19737286345318
474400 0.6994497351 1.19799257591848
475181 0.6660211809 1.19851273846076
476301 0.6471153527 1.19923750765578
477328 0.6387319338 1.1998934853518
480350 0.6407165032 1.20182973062447
482648 0.6487821686 1.20332063204791
483865 0.65672591 1.20411986748038
485053 0.6702560969 1.2049161317235
485329 0.6825350678 1.20510451140221
490002 1.0117087768 1.20983222651619
495768 2.7883621646 1.22590992275728
498846 2.7885639227 1.23449312251135
504773 0.795086188 1.23920559834762
505002 0.7955650446 1.23938778274284
506607 0.7957452787 1.24066495391515
510217 0.5377834616 1.24260635221153
511029 0.4366067147 1.24296087686386
516314 0.9497687733 1.24798040483075
518663 1.093189504 1.25054830697565
519427 1.0961833545 1.25138579105849
520674 1.077184676 1.25272904034946
523348 0.5651485777 1.25424024764623
524714 0.3885642889 1.25477102646487
527897 0.3796536029 1.2559794638829
533146 0.3794855876 1.25797138373221
533840 0.37925667 1.25823458786119
536303 0.3792836627 1.25916876352242
539470 0.3795351921 1.2603707514758
551988 0.3797215131 1.26512410537679
575401 0.4154658499 1.2748514073205
584271 0.5084851275 1.27936167040142
589634 0.5301865925 1.282205061097
592725 0.5423472551 1.28388145646251
635260 0.6672704462 1.31226380489163
666999 0.6707041325 1.33355128335305
678410 0.6763747065 1.34126939512892
704122 0.6763117404 1.35865872259808
704410 0.678463197 1.35885411999882
718404 0.6783330985 1.36834671337923
722325 0.6783351594 1.37100646553924
722695 0.6782196554 1.37125740681173
726035 0.6785609693 1.3735238004492
729657 0.6784984831 1.37598132195498
730090 0.6784475229 1.3762750897324
730479 0.678620512 1.37653907311157
732982 0.6786940959 1.37823784443361
734965 0.6784524194 1.37958321558128
737277 0.6786072771 1.38115215560593
737664 0.6783392282 1.38141467288724
739073 0.6783392282 1.38237045285978
739126 0.6794548057 1.38240646396448
741476 0.6846981811 1.38401550469007
744092 0.7545242267 1.38598934006711
749602 0.8067339317 1.39043444403078
752877 0.6190026994 1.39246167787131
753014 0.4534345726 1.39252379840776
755954 0.3992741119 1.39369766429675
756370 0.3718641723 1.39385235979242
756863 0.3560819497 1.39402790819363
756890 0.3428844601 1.39403716607405
758043 0.3414998766 1.39443091543177
760058 0.3159790525 1.39506761322256
761720 0.2347454802 1.39545776021065
761986 0.2358616495 1.39552049940942
762194 0.2364806756 1.39556968738994
764694 0.239842233 1.39616929297244
764786 0.2439328553 1.39619173479513
765544 0.2226866996 1.39636053131342
765769 0.2307341299 1.39641244649265
768380 0.238575041 1.3970353659247
768638 0.2176197887 1.39709151183019
772437 0.1633058226 1.39771191065024
772457 0.1119658846 1.39771414996794
773065 0.1119658846 1.39778222522577
775718 0.1116371438 1.39807839856827
775911 0.1115245865 1.39809992281347
776534 0.1115192581 1.39816939931127
776862 0.1115192581 1.39820597762792
777087 0.1115192581 1.398231069461
778008 0.1115297278 1.3983337883403
779635 0.1115650249 1.39851530463581
779651 0.1115805295 1.39851708992428
779774 0.1116164836 1.39853081875177
783965 0.1118794366 1.39899970547056
784745 0.1122053632 1.39908722565385
787744 0.6282376153 1.40097131026214
789511 0.9692204798 1.40268392284994
789814 0 1.40268392284994
924076 1.4715137219 1.60025229817968
926238 1.4715155732 1.60343371484894
929555 1.4697847279 1.60830899079138
932382 1.3529261258 1.61213371294902
984846 1.3558484369 1.68326694534254
984870 1.3597451484 1.6832995792261
987511 0.1194744403 1.68361511122294
990124 0.0437127099 1.68372933253391
996558 0.0411697283 1.68399421856579
1000189 0.0402980217 1.68414054068258
1001642 0.040140724 1.68419886515455
1001741 0.0398123154 1.68420280657378
1003971 0.0398123154 1.68429158803712
1004015 0.039824645 1.6842933403215
1006101 0.03977549 1.68437631199364
1006846 0.03977549 1.68440594473369
1007397 0.03977549 1.68442786102868
1010466 0.0397882857 1.68454997127749
1011929 0.0397924341 1.68460818760858
1016029 0.0397983383 1.68477136079561
1017081 0.0397983383 1.6848132286475
1024436 0.0397986224 1.68510594751525
1024866 0.0397864245 1.68512305567779
1027444 0.0397840204 1.68522561888238
1029974 0.0398581089 1.6853264598979
1031665 0.089269693 1.68547741494876
1032396 0.2390299843 1.68565214586728
1036047 0.2390299843 1.68652484433996
1037736 0.1355235649 1.68675374364108
1037764 0.0381679002 1.68675481234228
1040715 0.0383722831 1.68686804894971
1040724 0.0386931788 1.68686839718832
1042484 0.0386931788 1.68693649718301
1044293 0.0380574541 1.68700534311748
1044804 0.0380425466 1.68702478285879
1049498 0.0379902061 1.68720310888622
1054979 0.2072053645 1.68833880148905
1056800 0.3909821923 1.68905078006123
1057179 0.275884568 1.6891553403125
1057746 0.0017943566 1.68915635771269
1059930 0.0017943566 1.6891602765875
1060055 0.0017943566 1.68916050088208
1061275 0.0017943566 1.68916268999713
1061911 0.0017943566 1.68916383120793
1066088 0.0017943566 1.68917132623545
1071713 0.0017950729 1.68918142352051
1071781 0.0017950729 1.68918154558547
1071821 0.0017950729 1.68918161738838
1071922 0.0017950729 1.68918179869075
1072496 0.0017950729 1.68918282906259
1074499 0.0017950729 1.68918642459361
1076657 0.0017950729 1.68919029836093
1079744 0.0017950729 1.68919583975097
1083012 0.0017950729 1.68920170604921
1084101 0.0017950729 1.68920366088359
1088800 0.0017950729 1.68921209593115
1091231 0.0017950729 1.68921645975337
1091398 0.0018276075 1.68921676496382
1091538 0.0018617342 1.68921702560661
1096839 0.0099127497 1.68926957309277
1098088 0.2786658431 1.6896176267308
1102632 0.2807629368 1.69089341351562
1118748 1.5949466 1.71659757292122
1122756 1.7877325098 1.7237628048205
1124783 1.7464121941 1.72730278233794
1125475 1.5867417076 1.7284008075996
1128240 0.2258566932 1.7290253013563
1131998 0.2231788628 1.7298640075227
1132104 0.1695346591 1.72988197819657
1134808 0.15034231 1.73028850380281
1144008 0.0777021955 1.73100336400141
1150047 0.5698461292 1.73444466477564
1152163 0.6547981482 1.73583021765724
1152224 0.9225781923 1.73588649492697
1152235 1.2070592955 1.73589977257922
1152335 1.5065748986 1.73605043006908
1153036 1.557475094 1.73714222010997
1153291 1.5654260435 1.73754140375106
1153855 1.5342256032 1.73840670699127
1153977 1.4993921289 1.73858963283099
1159780 0.9346499887 1.74401340671542
1165229 1.0273361945 1.74961136163925
1166903 3.1867311089 1.75494594951555
1167079 3.6135580999 1.75558193574113
1169973 3.6195060964 1.76605678638411
1170758 3.9850950323 1.76918508598447
1171035 4.4861733279 1.7704277559963
1195297 5.002291976 1.89179336391801
1246664 5.4133004664 2.16985836897558
1259828 5.5155167126 2.24246463098024
1266472 5.0607375701 2.27608817139599
1269951 1.5868409287 2.28160879098694
1280005 1.5862085223 2.29755653147014
1287446 1.5867009629 2.30936317333508
1295345 1.5868547672 2.32189773914119
1302214 1.5783847214 2.33273966379249
1302774 1.5633126687 2.33361511888696
1305071 2.0963920859 2.33843053150827
1305459 3.1230844529 2.339642288276
1306611 3.1197801829 2.3432362750467
1306837 3.1243890526 2.34394238697259
1311621 3.1242187696 2.35888864956635
1311966 3.5666338299 2.36011913823767
1313672 3.5663641267 2.36620335543782
1314089 3.4468003025 2.36764067116396
1314394 2.0814446509 2.36827551178249
1314509 1.3923565152 2.36843563278173
1314687 0.7233612513 2.36856439108446
1314973 0.7170879109 2.36876947822698
1315307 0.5907568188 2.36896679100446
1317442 0.3268547977 2.36966462599755
1318231 0.3055163187 2.36990567837301
1318429 0.2963431133 2.36996435430944
1319473 0.2957974414 2.37027316683826
1319608 0.2949202958 2.37031298107819
1319646 0.2938178217 2.37032414615542
1321046 0.2917627777 2.3707326140442
1321060 0.2889380036 2.37073665917625
1321704 0.2889608054 2.37092274993493
1321790 0.288982231 2.37094760240679
1322492 0.2880027331 2.37114978032543
1322728 0.2875578131 2.37121764396932
1322747 0.2858058379 2.37122307428024
1322764 0.2851406552 2.37122792167138
1323341 0.2783701673 2.37138854125791
1326257 0.1611758026 2.37185852989829
1326294 0.0574095857 2.37186065405296
1330223 0.0564245763 2.37208234621325
1335445 0.0564898039 2.37237733596921
1336733 0.0566629037 2.37245031778918
1339340 0.0566708391 2.37259805866671
1340679 0.061226119 2.37268004044005
1341804 0.1536368686 2.37285288191723
1342292 0.2288294637 2.37296455069551
1346418 0.2289623864 2.3739092495018
1347616 4.5187478482 2.37932270942394
1347632 4.5255025372 2.37939511746454
1347882 0.1918440265 2.37944307847116
1348391 0.1951768509 2.37954242348827
1349311 0.1959268485 2.37972267618889
1350050 0.1957929076 2.37986736714761
1350448 0.1959784079 2.37994536655395
1350475 0.1961960079 2.37995066384616
1352814 0.1708898443 2.38035037519198
1353778 0.1309134389 2.38047657574708
1353961 0.0923866098 2.38049348249668
1354270 0.0581340988 2.3805114459332
1354280 0.0232690074 2.38051167862328
1354765 0.0232690074 2.38052296409187
1355451 0.021820066 2.38053793265714
1356119 0.0218065008 2.38055249939968
1356582 0.0218782803 2.38056262904346
1357632 0.0218958375 2.38058561967283
1359523 0.0224471188 2.38062806717448
1360352 0.0231856175 2.38064728805139
1361199 0.024514478 2.38066805181426
1361215 0.0262194046 2.38066847132473
1361276 0.0286371593 2.38067021819145
1361524 0.0319612919 2.38067814459184
1362367 0.0374910642 2.38070974955896
1363850 0.0374910642 2.38076534880717
1365355 0.0807562459 2.38088688695725
1366267 0.1189865722 2.38099540271109
1368236 0.1189865722 2.38122968727175
1368805 0.0790737492 2.38127468023505
1369526 0.0596383435 2.38131767948071
1370107 0.0634308633 2.38135453281229
1370532 0.0634308633 2.38138149092919
1370993 0.0077966822 2.38138508519969
1373242 0.0077966822 2.38140261993795
1375348 0.0040125484 2.38141107036489
1379550 0.0030820639 2.38142402119739
1379769 0.0030820639 2.38142469616939
1383691 0.0029629512 2.38143631686399
1383879 0.0027995099 2.38143684317185
1384588 0.0028002777 2.38143882856874
1388970 0.3417874481 2.38293654116632
1392275 0.0069187647 2.38295940768365
1395865 0.0069974718 2.38298452860741
1397049 2.5335534444 2.38598425588558
1397069 12.6488832441 2.38623723355047
1397249 0.8685449082 2.38639357163394
1398543 0.0936991764 2.3865148183682
1399828 0.0791884791 2.38661657556385
1416078 0.0810449797 2.38793355648397
1418971 0.3391522723 2.38891472400774
1420655 1.4583652255 2.39137061104748
1421228 3.725456492 2.39350529761739
1425676 0.2314978373 2.3945349999977
1434579 0.2303057498 2.39658541208817
1435072 0.2306381689 2.39669911670544
1436658 0.2310613934 2.39706558007537
1442278 0.2348245441 2.39838529401322
1442826 0.2388428678 2.39851617990477
1444233 0.2398099834 2.39885359255141
1444331 0.240606755 2.3988771720134
1445859 0.2437170411 2.3992495716522
1447789 0.2403004545 2.39971335152939
1448067 0.2366413982 2.39977913783809
1451215 0.2361825358 2.40052264046079
1451507 0.2364388476 2.40059168060429
1452214 0.2415314655 2.40076244335039
1453422 0.2376914526 2.40104957462514
1454748 0.22154182 2.40134333907846
1454836 0.20691507 2.40136154760462
1454871 0.1887234499 2.40136815292536
1454885 0.1700305541 2.40137053335312
1459234 0.1677344984 2.40210001068666
1461052 0.1591343346 2.40238931690696
1461180 0.1593025871 2.40240970763811
1461360 0.1515140891 2.40243698017415
1461630 0.1519234195 2.40247799949742
1461766 0.1456960304 2.40249781415755
1462464 0.1257249461 2.40258557016993
1463565 0.1109552543 2.40270773190491
1464110 0.0961383689 2.40276012731596
1464596 0.0940825428 2.40280585143176
1464930 0.085567733 2.40283443105459
1465695 0.0781283443 2.40289419923798
1466742 0.074284891 2.40297197551885
1466877 0.0716280256 2.40298164530231
1467536 0.0692676802 2.40302729270356
1467906 0.067155843 2.40305214036547
1468290 0.0656861796 2.40307736385844
1471143 0.0656073874 2.40326454173469
1471349 0.0655496504 2.40327804496267
1471658 0.0654896347 2.40329828125979
1472725 0.0654896347 2.40336815870002
1473827 0.0654646598 2.40344030075512
1476945 0.0654646598 2.40364441956437
1477767 0.0666934854 2.40369924160937
1478879 0.0689431588 2.40377590640196
1479051 0.0725569907 2.40378838620436
1479114 0.0777993552 2.40379328756374
1479542 0.0878605834 2.40383089189343
1480450 1.0537546366 2.40478770110346
1481484 1.1873709974 2.40601544271478
1481597 1.3786301904 2.40617122792629
1481677 1.569605816 2.40629679639157
1482038 1.5815063409 2.40686772018064
1483465 1.8910620742 2.40956626576052
1483500 2.0924568526 2.40963950175036
1483682 2.2086669253 2.41004147913077
1484291 1.795274791 2.41113480147848
1486190 1.6625324488 2.41429195059876
1488589 1.6595180596 2.41827313442374
1490559 1.6189213545 2.4214624094921
1493297 2.6320262464 2.42866889735474
1493453 18.6127821237 2.43157249136604
1494361 18.7079722534 2.44855933017213
1496810 19.15464451 2.49546905457712
1497217 20.7509198656 2.50391467896242
1498780 20.7297108694 2.53631521705129
1498836 20.7191158414 2.53747548753841
1499101 20.7107094198 2.54296382553466
1499359 7.5473211615 2.54491103439432
1499932 7.1984835527 2.54903576547002
1500244 4.8641591524 2.55055338312557
1501270 2.3725297984 2.55298759869873
1501293 0.542044079 2.55300006571254
1501833 0.5363674318 2.55328970412572
1501968 0.5115549839 2.55335876404854
1502355 0.5113994928 2.55355667565226
1502576 0.5133005358 2.55367011507067
1502992 0.5780314801 2.55391057616639
1503355 5.717499624 2.5559860285299
1503546 4.4620143546 2.55683827327163
1503586 0.7921978404 2.55686996118525
1508188 0.7905961619 2.56050828472231
1510173 0.7868502673 2.5620701825029
1510305 0.7865503645 2.56217400715101
1512961 0.7846233748 2.56425796683448
1513342 0.7846311326 2.564556911296
1514382 0.7834356873 2.5653716844108
1515407 0.7798684245 2.56617104954591
1518716 0.7803082843 2.56875308965866
1519093 0.7804744536 2.56904732852766
1523931 0.7694194268 2.57276977971452
1529829 3.2185326458 2.59175268525945
1529870 6.5047920505 2.59201938173352
1530067 7.2492908377 2.59344749202855
1530692 7.2929797981 2.59800560440236
1532037 7.2904899831 2.60781131342963
1533620 7.2907613135 2.6193525885889
1536437 1.7611293272 2.62431368990362
1537183 1.7566435449 2.62562414598812
1539273 1.7525623021 2.62928700119951
1539932 1.7528649014 2.63044213916953
1542598 2.1137969828 2.63607752192567
1543736 2.1753797728 2.63855310410712
1544679 2.3206832115 2.64074150837557
1547388 2.3569456716 2.64712647419993
1548658 2.3560449268 2.65011865125697
1548808 2.3554588885 2.65047197009024
1553848 0.6134791997 2.65356390525673
1559133 0.6345227267 2.65691735786734
1559371 0.6537025037 2.65707293906322
1560436 1.0542699189 2.65819573652685
1560688 1.7559134425 2.65863822671436
1560845 1.8482161582 2.65892839665119
1561092 2.1558549025 2.65946089281211
1561486 2.2815358923 2.66035981795368
1561827 2.3095574744 2.66114737705245
1562023 2.3255682363 2.66160318842676
1562552 2.3254995661 2.66283337769723
1562606 2.3278626964 2.66295908228284
1562713 2.2905885213 2.66320417525462
1562905 1.4448396191 2.66348158446148
1563196 1.0909562575 2.66379905273242
1563608 1.0469008733 2.66423037589221
1563892 0.9448958379 2.66449872631018
1564124 0.9115278181 2.66471020076398
1564440 0.9128960173 2.66499867590544
1564837 0.914802847 2.6653618526357
1565118 0.9033032952 2.66561568086165
1565657 0.4795585615 2.6658741629263
1565857 0.4845228332 2.66597106749294
1566227 0.4662888182 2.66614359435568
1566326 0.4670119777 2.66618982854147
1567457 0.4803829718 2.66673314168258
1567562 0.539206262 2.66678975834009
1568031 2.2359285256 2.66783840881859
1568998 1.0233334737 2.66882797228766
1569370 0.4489423345 2.66899497883609
1570390 0.448026114 2.66945196547237
1570865 0.4480849501 2.66966480582367
1571119 0.4482129254 2.66977865190672
1571363 0.4481076745 2.6698879901793
1578337 22.6176876024 2.82762374351844
1580181 24.6691173939 2.87311359599279
1580401 24.6823755282 2.87854371860899
1581621 13.6383961438 2.89518256190443
1582222 5.8051934071 2.8986714831421
1582276 1.3270171357 2.89874314206742
1584862 1.4046497553 2.90237556633463
1585405 1.6050757383 2.90324712246053
1585682 1.7953578013 2.90374443657149
1586191 1.9046642913 2.90471391069576
1586279 1.9936747584 2.9048893540745
1586388 2.0504382502 2.90511285184377
1586626 2.0321734131 2.90559650911609
1586739 2.0023169385 2.90582277093014
1586915 2.0078973201 2.90617616085848
1586934 1.9361294297 2.90621294731764
1587322 1.8259484158 2.90692141530297
1587792 1.6951790976 2.90771814947884
1588903 0.4620576267 2.90823149550211
1593029 0.4642697653 2.91014707255373
1594427 0.4835195976 2.91082303295118
1596204 1.280581777 2.91309862676891
1597363 2.5595225088 2.91606511335661
1598138 4.4484829023 2.91951268760589
1598240 4.4671272077 2.91996833458108
1599412 5.8479696216 2.92682215497759
1602718 15.7040822846 2.97873985101048
1603591 15.6988915412 2.99244498332595
1604719 6.6107947342 2.99990195978612
1605785 2.3425293575 3.00239909608122
1606525 1.5000142608 3.00350910663421
1607424 0.7697113624 3.00420107714901
1611741 0.7190717201 3.00730530976468
1614386 0.8323628164 3.00950690941406
1617279 1.241654924 3.01309901710919
1617784 4.1448922162 3.01519218767837
1620662 5.9311765938 3.03226211391533
1624809 9.9557519084 3.07354861707946
1630409 9.9502510686 3.12927002306362
1636520 3.9723707135 3.15354518049382
1637654 3.4458748522 3.15745280257621
1637990 3.2894668591 3.15855806344087
1638572 2.5121684934 3.16002014550403
1638627 2.0014522515 3.16013022537786
1638650 1.6438435907 3.16016803378045
1638691 1.350612111 3.160223408877
1640350 3.0516045984 3.16528602090575
1640730 3.1953763255 3.16650026390944
1641537 7.3677923324 3.17244607232168
1642037 10.5051384849 3.17769864156413
1645026 10.5075171219 3.20910561024149
1645064 10.5075171219 3.20950489589212
1646782 10.5075171219 3.22755681030755
1646942 9.8326375834 3.22913003232089
1648208 5.0020862675 3.23546267353555
1651799 3.7926558143 3.2490821005647
1653468 0.9634996544 3.25069018148789
1660278 0.9741956773 3.25732445405031
1665811 0.9758991107 3.26272410382981
1669041 1.3012042545 3.26692699357184
1669298 1.4771508119 3.2673066213305
1669962 1.4827368942 3.26829115862825
1670077 1.4792667177 3.26846127430079
1671049 1.4666346614 3.26988684319167
1671358 1.4631387706 3.27033895307178
1672784 3.2781685954 3.27501362148882
1672936 3.5126115134 3.27554753843886
1673358 3.5034010115 3.27702597366571
1673778 3.5029892678 3.27849722915819
1674101 3.4922957208 3.27962524067601
1674162 3.4846557193 3.27983780467488
1675164 3.4846557193 3.28332942970562
1675846 4.0365700624 3.28608237048818
1680360 4.040238178 3.30432000562367
1682966 20.9993487617 3.35904430849666
1685076 21.0030501298 3.40336074427054
1685367 21.0038004506 3.40947285020166
1685597 21.0040927978 3.41430379154516
1687371 15.197293981 3.44126379106745
1687544 3.2970467246 3.44183418015081
1687986 2.3799912545 3.4428861362853
1688093 0.3118333557 3.44291950245436
1690161 0.311709519 3.44356411773965
1690989 0.3055705305 3.4438171301389
1692344 0.3054388993 3.44423099984745
1695067 0.4089156021 3.44534447703197
1697335 1.0127056358 3.44764129341397
1697645 1.2271300152 3.44802170371868
1698808 1.9136470514 3.45024727523946
1699623 1.8611090868 3.4517640791452
1702276 1.7136780822 3.45631046709728
1702832 1.5897623755 3.45719437497805
1703604 1.4925816115 3.45834664798213
1704702 1.4083380607 3.45989300317278
1705308 1.359262966 3.46071671653018
1705399 1.0117509466 3.46080878586632
1706078 0.4726314946 3.46112970265115
1706422 0.1131651384 3.46116863145876
1709327 0.085284398 3.46141638263495
1709767 0.070552681 3.46144742581459
1713454 0.069509381 3.46170370690234
1718395 0.0691837947 3.46204554403195
1720068 0.0688098879 3.46216066297441
1721922 0.0685298134 3.46228771724845
1723124 0.0682983361 3.46236981184844
1724116 0.0681298247 3.46243739663455
1725590 0.0681017067 3.46253777855022
1727578 0.0681017067 3.46267316474314
1729104 0.068238446 3.46277729661174
1731067 0.0686577355 3.46291207174652
1731279 0.0698056582 3.46292687054606
1734573 0.1217688849 3.46332797725292
1734913 1.3599556585 3.46379036217681
1741528 1.8165638973 3.47580693235745
1745343 1.0476738593 3.47980380813068
1750455 0.8807431248 3.48430616698466
1751968 0.7817185499 3.48548890715066
1755860 0.7882781454 3.48855688569255
1756014 0.6417719258 3.48865571856913
1761631 0.4725904056 3.49131025887738
1767316 0.3423912941 3.49325675338434
1769160 0.5420405738 3.49425627620243
1769221 0.5337788694 3.49428883671346
1769606 0.5263353367 3.49449147581809
1769650 0.5235434789 3.49451451173116
1769768 0.5216287633 3.49457606392523
1769840 0.5180463739 3.49461336326415
1769913 0.5111229922 3.49465067524258
1770014 0.5047297007 3.49470165294235
1770831 0.4961364302 3.49510699640583
1770984 0.4905484789 3.4951820503231
1771143 0.4905218414 3.49526004329588
1771491 0.4865455465 3.49542936114606
1771513 0.4866010378 3.4954400663689
1772068 0.4830927703 3.49570818285641
1772319 0.4809640716 3.49582890483838
1772413 0.4787887837 3.49587391098405
1772463 0.4787887837 3.49589785042324
1772600 0.4762237355 3.495963093075
1773038 0.4736107666 3.49617053459077
1774203 0.4724869613 3.49672098190069
1776349 0.4724831828 3.49773493081097
1779349 0.342030964 3.49876102370297
1780720 0.3387998564 3.4992255183061
1781490 0.2879547767 3.49944724348416
1781544 0.2354478161 3.49945995766623
1782944 0.1552120407 3.49967725452321
1783443 0.1483306009 3.49975127149306
1784423 0.1340231043 3.49988261413527
1786125 0.1322793021 3.50010775350744
1789990 0.1353985548 3.50063106892175
1790098 0.1377273238 3.50064594347272
1791162 0.1482339643 3.50080366441073
1791765 0.1715235054 3.50090709308449
1791815 0.1915580046 3.50091667098472
1791926 0.2151782859 3.50094055577445
1800140 0.1165534374 3.50189792570926
1803605 0.1162538415 3.50230074527005
1803625 0.1160926751 3.50230306712356
1803676 0.1157772568 3.50230897176365
1804375 0.1158090723 3.50238992230519
1805456 0.1158127498 3.50251511588772
1806843 0.116822864 3.50267714920009
1807050 0.116822864 3.50270133153294
1807392 0.1190836325 3.50274205813526
1807807 0.1164888869 3.50279040102332
1808070 0.1151015146 3.50282067272166
1811126 0.1140095288 3.50316908584167
1812262 0.3171118932 3.50352932495235
1817448 0.2092157039 3.50461431759277
1817716 0.1035995708 3.50464208227775
1818611 0.0992972755 3.50473095333932
1819979 0.0980182777 3.50486504234321
1820437 0.0980182777 3.5049099347144
1821363 0.09727558 3.50500001190148
1823350 0.0961331427 3.50519102845602
1824939 0.0867511697 3.50532887606468
1830370 0.107247905 3.50591133943673
1830495 0.0930635906 3.50592297238556
1830610 0.0583028211 3.50592967720998
1830781 0.0352754247 3.50593570930761
1832334 0.0243565044 3.50597353495894
1832468 0 3.50597353495894
1973206 0.0145072541 3.50801525688647
1976423 0.0145072541 3.50806192672291
1978359 0.0145023212 3.50809000321675
1983184 0.0144994148 3.50815996289316
1987874 0.0144966041 3.50822795196639
1992037 0.0144958008 3.50828829798512
